study,report,authors,crop,p_dependency,farm_size,habitat_description,habitat,agr_intensity,distance_m,distance_measure,proportion,radius,richness_all,richness_wild,sites,location,pollinator,taxonomic_resolution,study_design,repeat_measures,sampling_method,sampling_time_min,total_sampling_time_min,source
Obregon,Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,23,estimated,0.62,500,7.333333333,NA,10,5 Teguita baja,Bees,morphospecies,single distance per site,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,0,estimated,0.21,500,4.333333333,NA,10,6 Barriales,Bees,morphospecies,single distance per site,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,70,estimated,0.29,500,3.666666667,NA,10,7 Centro Sur,Bees,morphospecies,single distance per site,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,30,estimated,0.27,500,4,NA,10,8 Centro Norte,Bees,morphospecies,single distance per site,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al. 2021,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest (primary and secondary forest),natural forest,high,0,estimated,0.38,500,3,NA,10,9 Chuyagua,Bees,morphospecies,single distance per site,6,active,30,180,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,7.4,remnants of shrubland,other,low,100,reported,NA,NA,22,21,8,Laborcilla,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,4.5,remnants of shrubland,other,low,180,reported,NA,NA,24,23,8,Mesa,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,8.9,remnants of shrubland,other,low,500,reported,NA,NA,22,21,8,Morenitos,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,3.2,remnants of shrubland,other,low,800,reported,NA,NA,18,19,8,Ojuelos,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,11,remnants of shrubland,other,low,760,reported,NA,NA,21,20,8,Palma,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,2.7,remnants of shrubland,other,low,840,reported,NA,NA,19,18,8,Salitrillo,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,4,remnants of shrubland,other,low,870,reported,NA,NA,26,25,8,Noria,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Riojas-Lopez,Riojas-Lopez,Riojas-Lopez et al. 2019,nopal,NA,6,remnants of shrubland,other,low,680,reported,NA,NA,20,19,8,Victoria,Bees,morphospecies,single distance per site,30,passive,30,900,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,5,estimated,NA,NA,3,2,10,Bocos,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,30,estimated,NA,NA,2,2,10,Bocos,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,0,estimated,NA,NA,5,5,10,Cabuy,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,50,estimated,NA,NA,4,3,10,Cabuy,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,0,estimated,NA,NA,6,5,10,Guihob,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,75,estimated,NA,NA,2,2,10,Guihob,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,0,estimated,NA,NA,4,3,10,Habbang,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,50,estimated,NA,NA,3,2,10,Habbang,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,10,estimated,NA,NA,7,6,10,Ibayong,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,85,estimated,NA,NA,1,0,10,Ibayong,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,0,estimated,NA,NA,5,4,10,Lubbun,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,40,estimated,NA,NA,2,1,10,Lubbun,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,0,estimated,NA,NA,2,4,10,Poitan A,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,90,estimated,NA,NA,3,2,10,Poitan A,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,15,estimated,NA,NA,4,2,10,Poitan B,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,55,estimated,NA,NA,3,3,10,Poitan B,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,5,estimated,NA,NA,5,4,10,Pugo,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other (woody habitats including forest and fallows),other,low,80,estimated,NA,NA,3,2,10,Pugo,Bees,morphospecies,paired sites,4,active,15,60,corresponding author(s)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,913.57,reported,NA,NA,3,NA,24,aldo,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,313.13,reported,NA,NA,4,NA,24,bomba_tres,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,496.75,reported,NA,NA,3,NA,24,chivos,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,1007.66,reported,NA,NA,2,NA,24,cornelio_dos,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),6,forest (tropical dry forest patches),natural forest,high,599.56,reported,NA,NA,5,NA,24,cornelio_tres,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,653.68,reported,NA,NA,4,NA,24,cuberto,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,626.11,reported,NA,NA,6,NA,24,curva,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),1,forest (tropical dry forest patches),natural forest,high,894.86,reported,NA,NA,9,NA,24,david_sotelo,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,178.17,reported,NA,NA,5,NA,24,dorado,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,380.88,reported,NA,NA,5,NA,24,gregorio,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,2000,reported,NA,NA,1,NA,24,jesus,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,168.35,reported,NA,NA,10,NA,24,marcelino,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,168.34,reported,NA,NA,6,NA,24,marcelino_dos,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,400.94,reported,NA,NA,2,NA,24,marcelino_tres,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,700.67,reported,NA,NA,5,NA,24,margarito,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,700.66,reported,NA,NA,5,NA,24,margarito_dos,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,602.07,reported,NA,NA,5,NA,24,militar,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),2,forest (tropical dry forest patches),natural forest,high,567.05,reported,NA,NA,13,NA,24,nuxco,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),4,forest (tropical dry forest patches),natural forest,high,1464.77,reported,NA,NA,3,NA,24,nuxco_tres,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,Mango,Great (40-90%),3,forest (tropical dry forest patches),natural forest,high,1024.37,reported,NA,NA,5,NA,24,profe ,Insecta,morphospecies,single distance per site,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
